adult,budget,genres,original_language,popularity,revenue,runtime,vote_average,vote_count,release_strategy,director_popularity,lead_actor_popularity,avg_top5_cast_popularity,imdb_rating,imdb_votes,period,roi,collection_flag,production_companies_count_cat,origin_country_count_cat,production_countries_count_cat,spoken_languages_count_cat
0,0,"['Family', 'Adventure', 'Drama']",en,2.3676,2756776,98,7.515,134,theatrical,0.9595,4.8174,1.59324,6.8,6535.0,After COVID,,0,2,1,2,1
0,0,"['Documentary', 'Crime']",en,0.0968,0,95,0.0,0,unknown,0.0,0.0327,0.03594,7.1,26.0,During COVID,,0,0,1,0,0
0,30,['Documentary'],en,0.047,0,66,10.0,1,theatrical,0.0,0.0143,0.0143,,,During COVID,-1.0,0,0,2,2,0
0,0,['Drama'],Other,0.4748,0,76,5.0,2,unknown,,,,,,After COVID,,0,2,1,1,1
0,0,"['Horror', 'Mystery', 'Thriller']",en,3.9887,344758,95,5.972,141,streaming,2.0872,0.7,0.45712,5.3,5409.0,After COVID,,0,2,1,2,1
0,4800000,"['Action', 'Crime', 'Thriller', 'Drama']",hi,5.1865,5600000,105,7.152,430,theatrical,0.9937,2.4103,1.8153,7.4,44693.0,After COVID,0.16666666666666666,0,2,1,1,1
0,0,"['Animation', 'Family']",ja,1.3098,120300,66,6.0,5,theatrical,1.5906,1.69,2.58632,5.5,107.0,After COVID,,0,1,1,1,1
0,0,"['Drama', 'Romance']",en,1.0262,0,82,0.0,0,streaming,,,,,,After COVID,,0,0,1,0,1
0,15000000,['Music'],en,1.9677,261656269,169,8.2,482,theatrical,2.0413,2.3435,0.9892800000000002,8.0,24983.0,After COVID,16.443751266666666,0,2,1,1,1
0,0,"['Action', 'Fantasy', 'Science Fiction']",ja,1.0505,0,83,0.0,0,unknown,,,,,,Before COVID,,0,0,1,1,1
0,0,['Music'],ja,0.0352,0,123,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,['Music'],ja,0.053,0,120,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,[],en,0.0327,0,72,0.0,0,theatrical,0.0,0.0143,0.0143,,,After COVID,,0,0,1,0,0
0,0,['Music'],ja,0.1171,0,86,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,"['Comedy', 'Action']",en,0.0723,0,90,0.0,0,theatrical,0.0,0.0143,0.0143,,,After COVID,,0,0,1,0,1
0,0,['Music'],ja,0.052,0,107,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,"['Music', 'Documentary']",ja,0.2324,0,70,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,['Documentary'],es,0.0214,0,64,0.0,0,theatrical,,,,,,Before COVID,,0,1,1,1,1
0,0,[],en,0.0,0,46,0.0,0,streaming,0.0,0.0143,0.0143,,,After COVID,,0,0,1,0,1
0,0,['Documentary'],es,0.1581,0,68,0.0,0,theatrical,,,,,,Before COVID,,0,1,1,1,1
0,0,['Documentary'],de,0.0362,0,52,5.0,1,unknown,,,,,,Before COVID,,0,1,1,1,1
0,0,['Music'],ja,2.8554,0,178,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,2,1,1,1
0,0,['Horror'],ja,0.0,0,52,0.0,0,unknown,,,,,,Before COVID,,0,0,1,1,1
0,0,['Horror'],ja,0.0071,0,129,0.0,0,unknown,,,,,,Before COVID,,0,0,1,1,1
0,0,['Horror'],ja,0.3413,0,158,0.0,0,unknown,,,,,,Before COVID,,0,0,1,1,1
0,0,['Horror'],ja,0.1598,0,129,0.0,0,unknown,,,,,,Before COVID,,0,0,1,1,1
0,687,['Documentary'],en,0.8005,0,42,10.0,1,unknown,0.0,0.0143,0.0143,,,During COVID,-1.0,0,0,1,0,0
0,0,['Horror'],ja,0.0071,0,51,0.0,0,unknown,,,,,,Before COVID,,0,0,1,1,1
0,0,[],es,0.181,0,82,0.0,0,unknown,,,,,,After COVID,,0,0,1,0,2
0,0,['Music'],ja,0.0974,0,49,10.0,1,streaming,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,1
0,4,"['Music', 'Drama']",es,0.7679,650,125,7.5,44,unknown,0.186,0.8873,0.23976,7.3,1353.0,After COVID,161.5,0,2,2,2,1
0,0,"['Drama', 'History']",Other,2.3395,0,96,0.0,0,theatrical,,,,,,After COVID,,0,1,1,1,1
0,0,['Animation'],ja,1.9892,0,62,6.0,1,theatrical,1.2627,1.5023,1.65765,6.7,1657.0,During COVID,,0,0,1,0,1
0,25000000,"['Action', 'Comedy']",zh,7.3864,42238170,99,6.846,241,streaming,1.8779,16.6131,5.0601,5.1,1911.0,After COVID,0.6895268,1,2,1,1,2
0,0,['Documentary'],ja,0.516,0,138,7.0,1,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,['Documentary'],en,0.0143,0,59,0.0,0,theatrical,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,0
0,0,['Documentary'],en,0.0214,0,44,0.0,0,unknown,,,,,,After COVID,,0,0,1,0,1
0,0,['Comedy'],ru,0.4533,461762,99,7.0,3,theatrical,0.7169,1.6975,1.33102,5.1,109.0,After COVID,,0,1,1,1,1
0,0,['Comedy'],ru,0.5921,1667281,105,0.0,0,theatrical,0.6014,2.4591,1.31384,5.0,65.0,After COVID,,0,1,1,1,1
0,2169000,"['Action', 'Drama', 'History']",Other,1.6026,16367572,145,10.0,1,theatrical,0.4072,1.0279,1.49726,7.4,5553.0,After COVID,6.546137390502536,0,2,1,1,1
0,0,['Documentary'],en,0.1857,0,66,6.0,1,streaming,0.0,0.0143,0.0143,,,During COVID,,0,1,1,0,1
0,0,['Documentary'],hi,0.0786,0,76,7.0,1,unknown,,,,,,After COVID,,0,0,1,1,2
0,0,['Documentary'],en,0.1035,0,53,7.0,0,theatrical,,,,,,Before COVID,,0,1,1,1,1
0,0,['Music'],en,0.1416,0,68,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,0
0,0,['Documentary'],Other,0.0071,0,47,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,['Music'],ja,0.1322,0,114,10.0,1,streaming,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,1
0,0,['Music'],ja,0.0637,0,78,9.0,1,streaming,0.0,0.0143,0.0143,,,After COVID,,0,0,1,1,1
0,0,[],en,1.6521,0,85,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,['Documentary'],en,0.0,0,58,0.0,0,unknown,,,,,,Before COVID,,0,1,1,0,0
0,1220,"['Thriller', 'Action', 'Mystery']",en,0.0888,10000,53,0.0,0,theatrical,0.0,0.0143,0.0143,,,After COVID,7.19672131147541,0,1,1,1,1
0,0,['Documentary'],en,0.052,0,46,0.0,0,theatrical,,,,,,Before COVID,,0,1,1,1,1
0,395000,"['Drama', 'Comedy', 'Crime']",en,1.8609,0,93,10.0,1,streaming,0.3763,0.3832,0.81104,7.0,38.0,During COVID,-1.0,0,1,1,1,1
0,0,['Documentary'],Other,0.0071,0,70,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,0
0,0,['Documentary'],Other,0.0071,0,60,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,1
0,0,['Documentary'],Other,0.0,0,82,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,1
0,0,[],en,0.0286,0,90,0.0,0,streaming,0.0,0.0143,0.0143,,,After COVID,,0,0,1,0,0
0,0,['Comedy'],en,0.4835,0,90,0.0,0,unknown,,,,,,After COVID,,1,1,1,0,1
0,100,['Science Fiction'],en,0.0387,0,132,0.0,0,streaming,,,,,,Before COVID,-1.0,0,2,1,0,1
0,0,"['Science Fiction', 'Drama']",ja,2.1145,0,139,0.0,0,streaming,0.0,0.0143,0.0143,,,During COVID,,0,2,1,1,1
0,0,['Drama'],en,0.7759,0,86,7.0,1,streaming,,,,,,Before COVID,,0,2,1,1,1
0,0,['Documentary'],zh,0.2688,0,102,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,54000,['Drama'],en,0.0509,900000,60,0.0,0,streaming,0.0168,0.0327,0.039325,9.2,25.0,After COVID,15.666666666666666,0,1,1,1,1
0,0,['Documentary'],en,0.7774,0,56,6.0,1,streaming,0.0286,0.0357,0.03595,,,During COVID,,0,1,1,0,1
0,0,"['Drama', 'Family']",de,1.4626,11077140,125,6.7,42,theatrical,0.3141,1.7531,0.96522,6.5,1191.0,After COVID,,0,2,1,1,2
0,40000000,"['Documentary', 'Drama']",en,3.0476,11537680,106,7.1,50,theatrical,0.4351,1.7562,0.7231,6.3,2014.0,After COVID,-0.711558,0,2,1,1,2
0,0,"['Crime', 'Thriller', 'Mystery', 'Action']",en,0.0239,0,75,2.0,2,streaming,,,,,,After COVID,,0,0,1,0,1
0,0,['Drama'],en,0.0143,0,88,0.0,0,streaming,,,,,,Before COVID,,0,0,1,0,1
0,0,['Music'],ja,0.2062,0,120,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,[],en,0.0538,0,99,0.0,0,unknown,0.0379,0.0143,0.18425,,,During COVID,,0,0,1,0,1
0,0,"['Documentary', 'History']",en,1.162,0,55,0.0,0,unknown,,,,,,Before COVID,,0,0,1,1,0
0,0,[],en,0.2238,0,88,9.0,1,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,2
0,0,[],en,0.0311,0,136,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,150000,['Horror'],en,0.0643,0,113,0.0,0,streaming,,,,,,After COVID,-1.0,0,1,1,1,0
0,0,['Music'],ja,0.0214,0,108,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,"['Drama', 'Thriller']",Other,0.2555,0,119,0.0,0,theatrical,,,,,,After COVID,,0,0,1,0,1
0,0,['Comedy'],en,0.1979,0,60,0.0,0,streaming,,,,,,Before COVID,,0,1,1,1,0
0,0,['Drama'],Other,0.0071,0,92,0.0,0,unknown,,,,,,Before COVID,,0,0,1,1,1
0,0,['Thriller'],en,0.5509,0,106,0.0,0,streaming,,,,,,After COVID,,0,0,1,0,0
0,0,[],en,0.0414,0,57,0.0,0,unknown,,,,,,After COVID,,0,0,1,0,0
0,0,[],en,0.0327,0,84,0.0,0,unknown,,,,,,After COVID,,0,0,1,0,0
0,0,['Comedy'],Other,0.4634,0,80,4.0,1,unknown,,,,,,After COVID,,1,0,1,1,2
0,0,"['Drama', 'History']",Other,0.9383,0,93,0.0,0,unknown,,,,,,Before COVID,,1,2,1,1,2
0,0,['Drama'],ru,0.761,0,105,0.0,0,unknown,3.0066,0.1518,0.37104,6.1,28.0,During COVID,,0,2,1,1,1
0,0,['Drama'],ru,0.236,0,110,0.0,0,unknown,,,,,,After COVID,,0,2,1,1,2
0,0,['Drama'],Other,0.4033,0,207,0.0,0,unknown,,,,,,Before COVID,,0,0,1,1,1
0,0,['Drama'],Other,0.5346,0,74,0.0,0,unknown,1.1098,1.0134,0.7090500000000001,,,During COVID,,0,0,1,1,1
0,0,"['Documentary', 'Comedy']",en,0.0446,0,90,0.0,0,unknown,0.5133,0.9555,0.5330666666666667,,,During COVID,,0,0,1,1,1
0,0,[],ja,0.0789,0,64,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,"['Fantasy', 'History']",Other,0.0764,0,44,0.0,0,unknown,0.0,0.0143,0.0143,,,After COVID,,0,1,1,0,2
0,0,"['Documentary', 'TV Movie']",en,0.0603,0,60,0.0,0,streaming,,,,,,After COVID,,0,1,2,2,1
0,0,[],ja,2.8825,0,140,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,['Drama'],en,1.4222,296188,95,6.694,31,theatrical,1.4394,2.1824,1.16462,6.8,1326.0,After COVID,,0,2,1,1,1
0,0,"['Comedy', 'Drama', 'Romance']",hi,2.3822,330000000,123,7.8,121,streaming,2.0649,1.1975,1.6913600000000002,8.3,56360.0,After COVID,,0,2,1,1,1
0,0,['Music'],en,0.0311,0,59,7.0,1,streaming,0.0,0.0143,0.0143,,,During COVID,,0,0,1,0,1
0,2400000,['Drama'],hi,16.2321,8300000,146,8.0,192,streaming,2.1089,2.0431,1.1359400000000002,8.7,160498.0,After COVID,2.4583333333333335,0,2,1,1,1
0,0,['Drama'],Other,0.0286,0,75,0.0,0,unknown,,,,,,Before COVID,,0,1,1,1,1
0,0,"['Action', 'Crime', 'Drama']",en,1.0229,0,110,3.5,2,theatrical,0.0995,0.5197,0.7449800000000001,6.8,36.0,During COVID,,0,1,1,1,0
0,0,[],zh,0.6189,0,60,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,2
0,0,['Documentary'],fr,0.0143,0,48,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,1
0,0,['Music'],en,0.1347,0,89,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,1
0,0,[],en,0.0,0,48,0.0,0,streaming,0.0,0.0143,0.0143,,,After COVID,,0,0,1,0,0
0,0,[],ja,3.2567,0,123,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,"['Documentary', 'History', 'TV Movie']",de,0.123,0,52,9.0,1,unknown,0.1174,1.0831,1.0831,,,During COVID,,0,1,1,1,1
0,0,"['Family', 'Animation']",zh,0.2592,13466,96,6.0,4,streaming,0.2986,0.0357,0.32484,4.1,26.0,During COVID,,0,1,1,1,1
0,0,['Comedy'],Other,0.0398,0,70,8.0,1,theatrical,0.0,0.0143,0.0143,,,After COVID,,0,2,1,1,1
0,0,[],en,0.0513,0,156,0.0,0,streaming,0.0,0.0143,0.0143,,,After COVID,,0,1,1,0,0
0,0,[],en,0.0429,0,48,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,0
0,0,['Documentary'],en,0.4223,0,52,6.0,1,unknown,,,,,,Before COVID,,0,1,1,1,0
0,0,[],en,0.0214,0,124,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,75000,[],en,0.2118,0,69,0.0,0,unknown,0.0143,0.0848,0.1824199999999999,6.2,16.0,During COVID,-1.0,0,1,1,0,1
0,0,['Drama'],Other,0.0143,0,73,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,1
0,0,['Drama'],Other,0.7912,0,98,0.0,0,unknown,0.4414,1.4659,0.93068,6.6,9.0,During COVID,,0,1,1,1,1
0,0,['Drama'],Other,0.0,0,95,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,['Drama'],Other,0.0071,0,90,0.0,0,unknown,,,,,,After COVID,,0,0,1,1,1
0,0,['Drama'],Other,0.0,0,98,0.0,0,unknown,0.0,0.0143,0.0143,,,After COVID,,0,0,1,1,1
0,0,['Drama'],Other,0.3258,0,97,0.0,0,unknown,0.0,0.0143,0.0143,,,After COVID,,0,0,1,1,1
0,0,['Drama'],Other,0.0382,0,90,0.0,0,theatrical,,,,,,After COVID,,0,0,1,1,1
0,0,['Drama'],Other,0.1834,0,90,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,1
0,0,['Drama'],Other,0.0972,0,95,0.0,0,unknown,0.0,0.0143,0.0143,,,After COVID,,0,1,1,1,1
0,0,['Drama'],Other,0.5957,0,87,0.0,0,theatrical,0.0,0.0143,0.0143,,,After COVID,,0,0,1,1,1
0,1805100,"['Drama', 'Thriller']",Other,1.4464,10247900,152,7.236,36,unknown,0.8538,2.5638,2.01562,7.5,10790.0,After COVID,4.677192399313057,0,1,1,1,1
0,0,"['History', 'Documentary']",it,0.0071,0,53,0.0,0,theatrical,0.0143,0.0143,0.0143,9.4,7.0,During COVID,,0,1,1,0,1
0,0,"['Horror', 'Comedy']",en,0.0214,0,70,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,1
0,0,['Drama'],en,0.1016,0,99,0.0,0,theatrical,,,,,,After COVID,,0,1,1,1,1
0,0,"['Documentary', 'Crime']",en,0.0,0,41,0.0,0,unknown,,,,,,Before COVID,,0,1,1,0,0
0,0,[],en,0.0071,0,87,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,['Documentary'],en,0.0,0,74,0.0,0,streaming,,,,,,Before COVID,,0,0,1,0,1
0,0,['Documentary'],es,0.0168,0,50,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,1,0,1,0,0
0,0,['Documentary'],es,0.0071,0,111,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,1,0,1,0,0
0,0,['Documentary'],es,0.0286,0,43,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,1,0,1,0,0
0,0,"['Documentary', 'History', 'TV Movie']",fr,1.2789,0,52,3.5,2,unknown,0.0,0.0143,0.0143,,,After COVID,,0,2,1,1,1
0,0,['Documentary'],en,1.009,0,51,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,['Horror'],ja,1.4593,0,50,0.0,0,unknown,,,,,,Before COVID,,1,1,1,1,1
0,0,['Documentary'],Other,0.0621,0,80,0.0,0,theatrical,,,,,,Before COVID,,0,2,1,2,2
0,0,[],zh,0.0071,0,87,0.0,0,streaming,0.0,0.0143,0.0143,,,After COVID,,0,0,1,1,1
0,0,['Documentary'],Other,0.2287,0,52,0.0,0,unknown,,,,,,Before COVID,,0,1,1,0,1
0,0,['Documentary'],de,0.0,0,83,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,2,1,1,1
0,0,['Horror'],ja,1.2332,0,50,0.0,0,unknown,,,,,,Before COVID,,1,1,1,0,0
0,550000,['Animation'],Other,0.0646,20942,73,0.0,0,theatrical,0.1165,0.6163,0.8993800000000001,6.8,11.0,After COVID,-0.9619236363636363,0,0,1,1,1
0,0,[],en,0.0071,0,212,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,['Documentary'],en,0.0,0,62,0.0,0,unknown,0.0143,0.0,0.0,5.2,20.0,During COVID,,0,1,1,1,1
0,0,"['Horror', 'Thriller', 'Action']",en,2.7827,251071,80,6.9,123,unknown,1.8643,0.8763,0.59102,5.4,1747.0,After COVID,,0,2,2,1,1
0,150000,"['Drama', 'Thriller']",en,0.877,0,88,0.0,0,theatrical,,,,,,Before COVID,-1.0,0,0,1,0,1
0,0,[],en,1.5928,0,171,0.0,0,streaming,0.0,0.0143,0.0143,,,During COVID,,0,1,1,0,2
0,0,['Horror'],ja,0.1867,0,58,0.0,0,unknown,,,,,,Before COVID,,1,1,1,0,1
0,0,['Horror'],ja,0.1844,0,56,0.0,0,unknown,,,,,,Before COVID,,1,0,1,1,1
0,0,['Horror'],ja,0.1617,0,57,0.0,0,unknown,,,,,,Before COVID,,1,0,1,1,1
0,0,['Comedy'],en,0.9172,0,50,0.0,0,streaming,0.0,0.0143,0.0143,,,After COVID,,0,0,1,0,0
0,0,[],zh,1.3289,0,80,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,[],en,0.1195,0,183,0.0,0,streaming,0.0,0.0143,0.0143,,,During COVID,,0,1,1,0,0
0,0,[],en,0.2346,0,109,0.0,0,streaming,0.0,0.0143,0.0143,,,After COVID,,0,1,1,0,0
0,0,['Comedy'],en,2.4244,0,85,0.0,0,unknown,0.0,0.0143,0.0143,,,After COVID,,0,0,1,0,0
0,0,['Horror'],ja,0.1551,0,55,0.0,0,unknown,,,,,,Before COVID,,1,0,1,1,1
0,0,['Horror'],ja,0.127,0,55,0.0,0,unknown,,,,,,Before COVID,,1,0,1,1,1
0,0,[],en,0.0071,0,84,0.0,0,theatrical,,,,,,Before COVID,,0,0,1,0,0
0,0,['Horror'],ja,0.1985,0,56,0.0,0,unknown,,,,,,Before COVID,,1,0,1,1,1
0,0,['Horror'],ja,0.1266,0,55,0.0,0,unknown,,,,,,Before COVID,,1,0,1,1,1
0,0,[],en,0.0621,0,129,0.0,0,unknown,,,,,,Before COVID,,0,0,1,0,0
0,0,"['Documentary', 'TV Movie']",fr,0.3785,0,87,6.0,6,unknown,0.1544,0.3253,0.25292,,,During COVID,,0,2,1,1,1
0,0,[],en,0.0214,0,92,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,['Horror'],ja,0.9934,0,72,0.0,0,streaming,,,,,,Before COVID,,0,1,1,1,1
0,0,['Comedy'],Other,0.5984,0,86,0.0,0,unknown,,,,,,Before COVID,,1,2,1,1,1
0,3300000,"['Horror', 'Thriller', 'Drama']",Other,1.8909,10000000,139,7.6,60,unknown,1.3128,3.3508,2.042,7.7,16281.0,After COVID,2.0303030303030303,0,2,1,1,1
0,0,['Documentary'],en,0.0899,0,42,0.0,0,streaming,0.1455,0.1166,0.1173666666666666,,,During COVID,,0,1,1,0,1
0,0,"['Documentary', 'History']",en,0.1503,0,59,0.0,0,streaming,,,,,,After COVID,,0,1,1,1,1
0,0,['Drama'],Other,0.5142,0,104,0.0,0,unknown,,,,,,Before COVID,,0,1,1,1,1
0,0,"['Documentary', 'TV Movie']",fr,0.0801,0,52,8.0,1,unknown,,,,,,After COVID,,0,2,1,1,1
0,0,['Documentary'],en,4.6186,0,58,10.0,1,unknown,0.2394,0.9794,0.8647600000000001,,,During COVID,,0,2,1,1,0
0,0,"['Horror', 'Comedy']",Other,0.5633,0,68,0.0,0,unknown,,,,,,Before COVID,,0,2,1,1,1
0,0,['Documentary'],en,0.0143,0,89,0.0,0,theatrical,,,,,,After COVID,,0,1,1,1,1
0,0,"['Documentary', 'Crime']",en,0.7009,0,42,0.0,0,unknown,,,,,,After COVID,,0,2,1,1,1
0,0,[],ja,0.0,0,141,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,1
0,0,['Documentary'],en,0.0214,0,65,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,1
0,0,['Drama'],Other,3.7767,0,100,9.0,2,unknown,,,,,,After COVID,,0,1,2,2,1
0,0,[],en,0.0143,0,43,0.0,0,streaming,0.0,0.0143,0.0143,,,After COVID,,0,0,1,0,1
0,0,['Animation'],en,0.0456,0,62,0.0,0,unknown,0.0,0.0143,0.0143,,,After COVID,,0,2,1,1,1
0,0,['Horror'],en,0.0071,0,75,7.0,3,streaming,0.0,0.0,0.0,,,During COVID,,0,0,1,0,0
0,0,['Documentary'],en,4.8094,8324,104,0.0,0,theatrical,0.1954,0.105,0.105,8.5,79.0,After COVID,,0,2,1,1,1
0,0,[],zh,0.8026,0,92,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,"['Action', 'Adventure', 'Fantasy']",zh,0.5155,0,90,0.0,0,unknown,,,,,,Before COVID,,0,2,1,1,1
0,0,"['Horror', 'Drama']",en,0.1605,0,83,7.0,1,streaming,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,2
0,0,['Drama'],ja,1.7372,0,70,2.0,2,theatrical,,,,,,Before COVID,,0,2,1,1,1
0,0,['Documentary'],en,0.0637,0,51,8.5,2,streaming,0.0193,0.0802,0.0962333333333333,,,During COVID,,0,1,1,1,1
0,0,"['TV Movie', 'Mystery', 'Crime']",ja,1.7956,0,106,8.0,7,theatrical,,,,,,After COVID,,1,1,1,1,1
0,0,[],en,0.0887,0,63,0.0,0,unknown,,,,,,After COVID,,0,0,1,0,0
0,0,[],ja,0.8445,0,135,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,1000,[],en,0.0379,1000,70,0.0,0,streaming,0.0,0.0,0.0,6.6,24.0,After COVID,0.0,0,0,1,0,0
0,0,"['Documentary', 'Music']",en,0.0214,0,75,0.0,0,unknown,0.0143,0.0143,0.01666,7.0,7.0,During COVID,,0,2,1,1,1
0,0,"['Documentary', 'Music']",ja,0.1598,0,101,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,['Documentary'],Other,0.1862,0,53,0.0,0,unknown,,,,,,Before COVID,,0,0,1,0,1
0,0,"['Action', 'Crime']",Other,0.3803,878,122,5.8,2,unknown,0.1159,0.2104,0.9434,4.8,1346.0,After COVID,,0,1,1,1,2
0,0,['Documentary'],en,0.0654,0,55,0.0,0,theatrical,,,,,,Before COVID,,0,0,1,0,1
0,0,['Documentary'],es,0.0,0,80,0.0,0,unknown,,,,,,Before COVID,,0,2,1,1,2
0,0,['Comedy'],en,0.0387,0,46,0.0,0,streaming,0.0,0.0143,0.0143,,,After COVID,,0,1,1,1,0
0,30,"['Thriller', 'Drama']",en,0.099,45,115,8.0,1,theatrical,0.0,0.0143,0.0143,,,After COVID,0.5,0,1,1,1,0
0,30000000,"['Action', 'Adventure', 'Thriller']",en,6.0488,2826064,101,6.355,244,theatrical,0.6793,3.2643,2.26526,5.7,6382.0,After COVID,-0.9057978666666666,0,2,1,2,2
0,0,[],zh,1.0068,0,80,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,['Drama'],Other,0.1074,0,85,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,"['Comedy', 'Adventure']",Other,0.1788,0,90,0.0,0,unknown,0.0,0.0143,0.0143,,,After COVID,,0,0,1,1,1
0,0,"['Drama', 'Family']",en,0.0071,0,72,0.0,0,streaming,,,,,,Before COVID,,0,0,1,0,0
0,0,['Documentary'],Other,0.0635,0,42,0.0,0,streaming,0.0214,0.857,0.3498,,,During COVID,,0,1,1,1,1
0,1000,['Drama'],en,0.1542,1000,100,6.0,1,theatrical,0.0569,0.0569,0.11835,4.0,61.0,After COVID,0.0,0,0,1,1,1
0,25000,['Documentary'],en,0.0,0,56,0.0,0,unknown,,,,,,Before COVID,-1.0,0,1,1,0,0
0,16170,['Comedy'],en,0.0261,0,54,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,-1.0,0,1,1,0,0
0,0,['Documentary'],Other,0.0143,0,50,0.0,0,unknown,,,,,,After COVID,,0,0,1,2,2
0,0,['Music'],ja,0.1098,0,149,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,[],es,0.0071,0,97,0.0,0,theatrical,,,,,,Before COVID,,0,0,2,1,1
0,0,['Documentary'],en,2.5331,0,86,0.0,0,unknown,,,,,,Before COVID,,0,0,1,0,0
0,0,"['Action', 'Drama']",en,1.7674,0,149,0.0,0,streaming,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,0
0,0,['Documentary'],en,0.0,0,50,0.0,0,streaming,,,,,,After COVID,,0,0,1,0,0
0,1000,['Science Fiction'],en,2.7016,1000,112,4.0,1,streaming,0.0539,0.3067,0.58555,4.9,160.0,After COVID,0.0,0,1,1,1,1
0,0,"['Documentary', 'History']",en,0.1432,0,77,0.0,0,unknown,0.0,0.0143,0.0143,,,After COVID,,0,1,1,1,1
0,0,['Documentary'],en,0.1618,0,58,6.0,1,streaming,,,,,,After COVID,,0,1,1,1,2
0,0,['Documentary'],en,0.4639,0,43,6.0,1,streaming,0.0923,0.0286,0.02575,,,During COVID,,0,1,1,1,1
0,0,['Music'],fr,0.9066,0,57,0.0,0,unknown,0.0,0.0143,0.0143,,,After COVID,,0,1,1,1,0
